,Year,Month,Day,Hour,Minute,Temperature,GHI,Relative Humidity,Latitude,Longitude
0,2021,1,1,0,30,1.2000000000000002,0,51.66,24.78,-103.43
1,2021,1,1,1,30,0.7000000000000001,0,53.66,24.78,-103.43
2,2021,1,1,2,30,0.1,0,56.42,24.78,-103.43
3,2021,1,1,3,30,-0.4,0,58.4,24.78,-103.43
4,2021,1,1,4,30,-0.7000000000000001,0,58.88,24.78,-103.43
5,2021,1,1,5,30,-0.4,0,56.1,24.78,-103.43
6,2021,1,1,6,30,-0.1,0,53.64,24.78,-103.43
7,2021,1,1,7,30,1.4,0,46.88,24.78,-103.43
8,2021,1,1,8,30,4.7,156,36.94,24.78,-103.43
9,2021,1,1,9,30,9.5,377,27.35,24.78,-103.43
10,2021,1,1,10,30,14.3,569,17.03,24.78,-103.43
11,2021,1,1,11,30,17.5,707,11.46,24.78,-103.43
12,2021,1,1,12,30,19.3,781,9.76,24.78,-103.43
13,2021,1,1,13,30,20.200000000000003,777,9.11,24.78,-103.43
14,2021,1,1,14,30,20.4,700,9.0,24.78,-103.43
15,2021,1,1,15,30,19.700000000000003,551,9.62,24.78,-103.43
16,2021,1,1,16,30,17.400000000000002,357,11.85,24.78,-103.43
17,2021,1,1,17,30,15.6,136,18.47,24.78,-103.43
18,2021,1,1,18,30,9.2,0,30.6,24.78,-103.43
19,2021,1,1,19,30,7.300000000000001,0,35.65,24.78,-103.43
20,2021,1,1,20,30,5.7,0,40.67,24.78,-103.43
21,2021,1,1,21,30,4.4,0,44.84,24.78,-103.43
22,2021,1,1,22,30,3.3000000000000003,0,48.44,24.78,-103.43
23,2021,1,1,23,30,2.3000000000000003,0,51.64,24.78,-103.43
24,2021,1,2,0,30,1.4,0,54.51,24.78,-103.43
25,2021,1,2,1,30,0.5,0,57.85,24.78,-103.43
26,2021,1,2,2,30,-0.3,0,61.31,24.78,-103.43
27,2021,1,2,3,30,-0.9,0,64.3,24.78,-103.43
28,2021,1,2,4,30,-1.2000000000000002,0,66.69,24.78,-103.43
29,2021,1,2,5,30,-1.2000000000000002,0,67.78,24.78,-103.43
30,2021,1,2,6,30,-0.9,0,67.39,24.78,-103.43
31,2021,1,2,7,30,0.4,0,62.06,24.78,-103.43
32,2021,1,2,8,30,3.5,155,51.620000000000005,24.78,-103.43
33,2021,1,2,9,30,7.0,378,42.04,24.78,-103.43
34,2021,1,2,10,30,9.5,571,33.93,24.78,-103.43
35,2021,1,2,11,30,11.5,710,28.52,24.78,-103.43
36,2021,1,2,12,30,13.1,781,24.5,24.78,-103.43
37,2021,1,2,13,30,14.3,778,21.42,24.78,-103.43
38,2021,1,2,14,30,15.1,696,19.29,24.78,-103.43
39,2021,1,2,15,30,15.3,554,18.11,24.78,-103.43
40,2021,1,2,16,30,14.1,360,18.91,24.78,-103.43
41,2021,1,2,17,30,12.9,139,26.77,24.78,-103.43
42,2021,1,2,18,30,6.9,0,41.08,24.78,-103.43
43,2021,1,2,19,30,5.4,0,44.6,24.78,-103.43
44,2021,1,2,20,30,4.3,0,48.24,24.78,-103.43
45,2021,1,2,21,30,3.6,0,49.74,24.78,-103.43
46,2021,1,2,22,30,3.0,0,50.22,24.78,-103.43
47,2021,1,2,23,30,2.5,0,50.11,24.78,-103.43
48,2021,1,3,0,30,2.1,0,49.47,24.78,-103.43
49,2021,1,3,1,30,1.8,0,48.620000000000005,24.78,-103.43
50,2021,1,3,2,30,1.5,0,47.98,24.78,-103.43
51,2021,1,3,3,30,1.3,0,46.69,24.78,-103.43
52,2021,1,3,4,30,1.0,0,46.22,24.78,-103.43
53,2021,1,3,5,30,0.6000000000000001,0,46.69,24.78,-103.43
54,2021,1,3,6,30,0.1,0,47.67,24.78,-103.43
55,2021,1,3,7,30,1.4,0,42.85,24.78,-103.43
56,2021,1,3,8,30,4.800000000000001,152,37.33,24.78,-103.43
57,2021,1,3,9,30,8.5,374,26.96,24.78,-103.43
58,2021,1,3,10,30,12.1,572,21.27,24.78,-103.43
59,2021,1,3,11,30,15.1,710,16.740000000000002,24.78,-103.43
60,2021,1,3,12,30,17.1,679,13.73,24.78,-103.43
61,2021,1,3,13,30,18.0,781,12.36,24.78,-103.43
62,2021,1,3,14,30,18.4,588,11.72,24.78,-103.43
63,2021,1,3,15,30,18.2,483,11.67,24.78,-103.43
64,2021,1,3,16,30,16.6,368,13.15,24.78,-103.43
65,2021,1,3,17,30,15.1,113,25.16,24.78,-103.43
66,2021,1,3,18,30,11.6,0,24.67,24.78,-103.43
67,2021,1,3,19,30,10.7,0,25.04,24.78,-103.43
68,2021,1,3,20,30,9.9,0,25.29,24.78,-103.43
69,2021,1,3,21,30,8.4,0,27.48,24.78,-103.43
70,2021,1,3,22,30,6.5,0,30.92,24.78,-103.43
71,2021,1,3,23,30,5.0,0,33.62,24.78,-103.43
72,2021,1,4,0,30,4.0,0,34.88,24.78,-103.43
73,2021,1,4,1,30,3.3000000000000003,0,35.160000000000004,24.78,-103.43
74,2021,1,4,2,30,2.8000000000000003,0,35.2,24.78,-103.43
75,2021,1,4,3,30,2.5,0,35.25,24.78,-103.43
76,2021,1,4,4,30,2.1,0,36.14,24.78,-103.43
77,2021,1,4,5,30,1.9,0,36.87,24.78,-103.43
78,2021,1,4,6,30,1.6,0,38.06,24.78,-103.43
79,2021,1,4,7,30,3.5,0,33.72,24.78,-103.43
80,2021,1,4,8,30,8.200000000000001,154,29.43,24.78,-103.43
81,2021,1,4,9,30,13.2,377,18.63,24.78,-103.43
82,2021,1,4,10,30,17.5,571,13.6,24.78,-103.43
83,2021,1,4,11,30,20.4,710,9.67,24.78,-103.43
84,2021,1,4,12,30,21.6,783,8.84,24.78,-103.43
85,2021,1,4,13,30,22.200000000000003,782,8.49,24.78,-103.43
86,2021,1,4,14,30,22.3,707,8.38,24.78,-103.43
87,2021,1,4,15,30,21.9,566,8.55,24.78,-103.43
88,2021,1,4,16,30,19.4,370,10.18,24.78,-103.43
89,2021,1,4,17,30,17.3,146,20.0,24.78,-103.43
90,2021,1,4,18,30,10.7,0,28.77,24.78,-103.43
91,2021,1,4,19,30,9.2,0,31.27,24.78,-103.43
92,2021,1,4,20,30,8.3,0,33.480000000000004,24.78,-103.43
93,2021,1,4,21,30,7.9,0,33.83,24.78,-103.43
94,2021,1,4,22,30,7.9,0,32.69,24.78,-103.43
95,2021,1,4,23,30,7.5,0,32.09,24.78,-103.43
96,2021,1,5,0,30,6.5,0,33.19,24.78,-103.43
97,2021,1,5,1,30,5.2,0,35.21,24.78,-103.43
98,2021,1,5,2,30,4.1000000000000005,0,36.64,24.78,-103.43
99,2021,1,5,3,30,3.4000000000000004,0,37.09,24.78,-103.43
100,2021,1,5,4,30,2.9000000000000004,0,37.01,24.78,-103.43
101,2021,1,5,5,30,2.6,0,36.54,24.78,-103.43
102,2021,1,5,6,30,2.3000000000000003,0,36.5,24.78,-103.43
103,2021,1,5,7,30,4.3,0,31.68,24.78,-103.43
104,2021,1,5,8,30,8.8,153,27.01,24.78,-103.43
105,2021,1,5,9,30,13.4,373,17.990000000000002,24.78,-103.43
106,2021,1,5,10,30,17.6,566,13.8,24.78,-103.43
107,2021,1,5,11,30,20.9,705,10.7,24.78,-103.43
108,2021,1,5,12,30,23.1,778,9.14,24.78,-103.43
109,2021,1,5,13,30,24.3,778,8.4,24.78,-103.43
110,2021,1,5,14,30,24.700000000000003,698,8.120000000000001,24.78,-103.43
111,2021,1,5,15,30,24.1,557,8.41,24.78,-103.43
112,2021,1,5,16,30,21.3,364,11.15,24.78,-103.43
113,2021,1,5,17,30,19.200000000000003,97,21.16,24.78,-103.43
114,2021,1,5,18,30,14.7,0,26.01,24.78,-103.43
115,2021,1,5,19,30,13.3,0,27.38,24.78,-103.43
116,2021,1,5,20,30,12.1,0,29.65,24.78,-103.43
117,2021,1,5,21,30,10.7,0,33.06,24.78,-103.43
118,2021,1,5,22,30,9.9,0,36.83,24.78,-103.43
119,2021,1,5,23,30,9.5,0,40.58,24.78,-103.43
120,2021,1,6,0,30,8.9,0,45.06,24.78,-103.43
121,2021,1,6,1,30,8.5,0,48.58,24.78,-103.43
122,2021,1,6,2,30,8.3,0,51.24,24.78,-103.43
123,2021,1,6,3,30,8.1,0,53.54,24.78,-103.43
124,2021,1,6,4,30,7.7,0,56.84,24.78,-103.43
125,2021,1,6,5,30,7.300000000000001,0,60.870000000000005,24.78,-103.43
126,2021,1,6,6,30,6.9,0,65.42,24.78,-103.43
127,2021,1,6,7,30,8.1,0,62.83,24.78,-103.43
128,2021,1,6,8,30,11.1,71,53.33,24.78,-103.43
129,2021,1,6,9,30,14.7,272,41.62,24.78,-103.43
130,2021,1,6,10,30,17.7,448,27.31,24.78,-103.43
131,2021,1,6,11,30,19.4,421,20.18,24.78,-103.43
132,2021,1,6,12,30,20.3,574,16.84,24.78,-103.43
133,2021,1,6,13,30,20.200000000000003,521,15.66,24.78,-103.43
134,2021,1,6,14,30,19.5,336,15.71,24.78,-103.43
135,2021,1,6,15,30,18.4,402,16.68,24.78,-103.43
136,2021,1,6,16,30,16.8,173,18.94,24.78,-103.43
137,2021,1,6,17,30,15.7,67,22.86,24.78,-103.43
138,2021,1,6,18,30,11.3,0,34.07,24.78,-103.43
139,2021,1,6,19,30,9.5,0,39.92,24.78,-103.43
140,2021,1,6,20,30,8.5,0,43.54,24.78,-103.43
141,2021,1,6,21,30,8.1,0,44.89,24.78,-103.43
142,2021,1,6,22,30,7.9,0,45.25,24.78,-103.43
143,2021,1,6,23,30,7.4,0,46.16,24.78,-103.43
144,2021,1,7,0,30,6.9,0,47.36,24.78,-103.43
145,2021,1,7,1,30,6.300000000000001,0,48.83,24.78,-103.43
146,2021,1,7,2,30,5.800000000000001,0,50.05,24.78,-103.43
147,2021,1,7,3,30,5.4,0,50.88,24.78,-103.43
148,2021,1,7,4,30,5.0,0,51.58,24.78,-103.43
149,2021,1,7,5,30,4.800000000000001,0,51.53,24.78,-103.43
150,2021,1,7,6,30,4.6000000000000005,0,51.4,24.78,-103.43
151,2021,1,7,7,30,5.4,0,47.94,24.78,-103.43
152,2021,1,7,8,30,7.9,146,41.84,24.78,-103.43
153,2021,1,7,9,30,11.4,366,30.35,24.78,-103.43
154,2021,1,7,10,30,14.7,563,22.38,24.78,-103.43
155,2021,1,7,11,30,17.2,671,17.59,24.78,-103.43
156,2021,1,7,12,30,18.9,771,14.86,24.78,-103.43
157,2021,1,7,13,30,20.0,771,13.7,24.78,-103.43
158,2021,1,7,14,30,20.3,699,13.68,24.78,-103.43
159,2021,1,7,15,30,20.0,559,14.18,24.78,-103.43
160,2021,1,7,16,30,18.0,367,16.48,24.78,-103.43
161,2021,1,7,17,30,16.400000000000002,147,25.41,24.78,-103.43
162,2021,1,7,18,30,11.7,0,30.92,24.78,-103.43
163,2021,1,7,19,30,10.1,0,32.28,24.78,-103.43
164,2021,1,7,20,30,9.3,0,33.31,24.78,-103.43
165,2021,1,7,21,30,8.9,0,33.34,24.78,-103.43
166,2021,1,7,22,30,8.3,0,33.06,24.78,-103.43
167,2021,1,7,23,30,7.5,0,33.11,24.78,-103.43
168,2021,1,8,0,30,6.800000000000001,0,33.64,24.78,-103.43
169,2021,1,8,1,30,6.2,0,34.97,24.78,-103.43
170,2021,1,8,2,30,5.800000000000001,0,36.71,24.78,-103.43
171,2021,1,8,3,30,5.6000000000000005,0,38.83,24.78,-103.43
172,2021,1,8,4,30,5.4,0,41.63,24.78,-103.43
173,2021,1,8,5,30,5.300000000000001,0,44.11,24.78,-103.43
174,2021,1,8,6,30,5.2,0,46.42,24.78,-103.43
175,2021,1,8,7,30,6.9,0,42.75,24.78,-103.43
176,2021,1,8,8,30,10.7,143,36.1,24.78,-103.43
177,2021,1,8,9,30,15.2,361,25.91,24.78,-103.43
178,2021,1,8,10,30,19.200000000000003,552,19.26,24.78,-103.43
179,2021,1,8,11,30,21.4,691,17.240000000000002,24.78,-103.43
180,2021,1,8,12,30,22.6,759,16.14,24.78,-103.43
181,2021,1,8,13,30,23.3,760,15.27,24.78,-103.43
182,2021,1,8,14,30,23.4,689,14.87,24.78,-103.43
183,2021,1,8,15,30,22.9,551,15.0,24.78,-103.43
184,2021,1,8,16,30,21.1,361,16.55,24.78,-103.43
185,2021,1,8,17,30,19.700000000000003,144,21.14,24.78,-103.43
186,2021,1,8,18,30,13.7,0,30.06,24.78,-103.43
187,2021,1,8,19,30,11.8,0,32.19,24.78,-103.43
188,2021,1,8,20,30,10.6,0,34.34,24.78,-103.43
189,2021,1,8,21,30,10.1,0,35.95,24.78,-103.43
190,2021,1,8,22,30,9.4,0,37.35,24.78,-103.43
191,2021,1,8,23,30,8.4,0,39.62,24.78,-103.43
192,2021,1,9,0,30,7.7,0,43.31,24.78,-103.43
193,2021,1,9,1,30,7.1000000000000005,0,49.08,24.78,-103.43
194,2021,1,9,2,30,6.5,0,56.94,24.78,-103.43
195,2021,1,9,3,30,6.0,0,64.51,24.78,-103.43
196,2021,1,9,4,30,5.5,0,70.82000000000001,24.78,-103.43
197,2021,1,9,5,30,5.2,0,75.22,24.78,-103.43
198,2021,1,9,6,30,5.0,0,78.67,24.78,-103.43
199,2021,1,9,7,30,6.800000000000001,0,71.54,24.78,-103.43
200,2021,1,9,8,30,10.7,142,56.82,24.78,-103.43
201,2021,1,9,9,30,15.3,356,44.33,24.78,-103.43
202,2021,1,9,10,30,18.9,545,36.79,24.78,-103.43
203,2021,1,9,11,30,21.0,680,30.21,24.78,-103.43
204,2021,1,9,12,30,22.1,751,26.25,24.78,-103.43
205,2021,1,9,13,30,22.4,751,24.74,24.78,-103.43
206,2021,1,9,14,30,21.9,681,25.16,24.78,-103.43
207,2021,1,9,15,30,21.1,281,26.18,24.78,-103.43
208,2021,1,9,16,30,19.8,90,27.29,24.78,-103.43
209,2021,1,9,17,30,18.9,96,29.07,24.78,-103.43
210,2021,1,9,18,30,14.3,0,38.05,24.78,-103.43
211,2021,1,9,19,30,12.6,0,41.6,24.78,-103.43
212,2021,1,9,20,30,11.3,0,45.27,24.78,-103.43
213,2021,1,9,21,30,10.2,0,49.97,24.78,-103.43
214,2021,1,9,22,30,9.1,0,56.51,24.78,-103.43
215,2021,1,9,23,30,8.1,0,65.18,24.78,-103.43
216,2021,1,10,0,30,7.1000000000000005,0,75.94,24.78,-103.43
217,2021,1,10,1,30,6.300000000000001,0,85.58,24.78,-103.43
218,2021,1,10,2,30,5.4,0,94.19,24.78,-103.43
219,2021,1,10,3,30,4.6000000000000005,0,99.6,24.78,-103.43
220,2021,1,10,4,30,4.1000000000000005,0,100.0,24.78,-103.43
221,2021,1,10,5,30,3.4000000000000004,0,100.0,24.78,-103.43
222,2021,1,10,6,30,2.7,0,100.0,24.78,-103.43
223,2021,1,10,7,30,3.5,0,92.21,24.78,-103.43
224,2021,1,10,8,30,6.4,148,71.86,24.78,-103.43
225,2021,1,10,9,30,10.6,371,49.17,24.78,-103.43
226,2021,1,10,10,30,14.1,565,30.98,24.78,-103.43
227,2021,1,10,11,30,16.2,706,22.94,24.78,-103.43
228,2021,1,10,12,30,17.7,782,18.89,24.78,-103.43
229,2021,1,10,13,30,18.7,784,16.41,24.78,-103.43
230,2021,1,10,14,30,19.0,713,15.21,24.78,-103.43
231,2021,1,10,15,30,18.5,574,15.24,24.78,-103.43
232,2021,1,10,16,30,16.400000000000002,381,17.95,24.78,-103.43
233,2021,1,10,17,30,15.0,159,22.69,24.78,-103.43
234,2021,1,10,18,30,9.3,0,37.93,24.78,-103.43
235,2021,1,10,19,30,7.300000000000001,0,46.1,24.78,-103.43
236,2021,1,10,20,30,5.9,0,50.77,24.78,-103.43
237,2021,1,10,21,30,4.7,0,53.56,24.78,-103.43
238,2021,1,10,22,30,3.7,0,55.1,24.78,-103.43
239,2021,1,10,23,30,2.9000000000000004,0,56.0,24.78,-103.43
240,2021,1,11,0,30,2.1,0,57.51,24.78,-103.43
241,2021,1,11,1,30,1.2000000000000002,0,60.61,24.78,-103.43
242,2021,1,11,2,30,0.4,0,64.78,24.78,-103.43
243,2021,1,11,3,30,-0.4,0,70.26,24.78,-103.43
244,2021,1,11,4,30,-1.1,0,76.88,24.78,-103.43
245,2021,1,11,5,30,-1.7000000000000002,0,83.95,24.78,-103.43
246,2021,1,11,6,30,-2.0,0,89.05,24.78,-103.43
247,2021,1,11,7,30,-1.1,0,84.92,24.78,-103.43
248,2021,1,11,8,30,1.0,139,74.42,24.78,-103.43
249,2021,1,11,9,30,3.9,361,60.870000000000005,24.78,-103.43
250,2021,1,11,10,30,6.800000000000001,558,48.81,24.78,-103.43
251,2021,1,11,11,30,9.6,701,39.33,24.78,-103.43
252,2021,1,11,12,30,12.1,777,31.48,24.78,-103.43
253,2021,1,11,13,30,13.8,780,26.54,24.78,-103.43
254,2021,1,11,14,30,14.7,709,24.01,24.78,-103.43
255,2021,1,11,15,30,14.7,572,23.19,24.78,-103.43
256,2021,1,11,16,30,13.0,381,25.37,24.78,-103.43
257,2021,1,11,17,30,11.7,159,28.88,24.78,-103.43
258,2021,1,11,18,30,6.1000000000000005,0,43.83,24.78,-103.43
259,2021,1,11,19,30,4.1000000000000005,0,50.66,24.78,-103.43
260,2021,1,11,20,30,2.8000000000000003,0,55.44,24.78,-103.43
261,2021,1,11,21,30,1.9,0,59.09,24.78,-103.43
262,2021,1,11,22,30,1.2000000000000002,0,62.28,24.78,-103.43
263,2021,1,11,23,30,0.5,0,65.74,24.78,-103.43
264,2021,1,12,0,30,0.0,0,68.51,24.78,-103.43
265,2021,1,12,1,30,-0.5,0,71.13,24.78,-103.43
266,2021,1,12,2,30,-1.1,0,74.02,24.78,-103.43
267,2021,1,12,3,30,-1.7000000000000002,0,77.16,24.78,-103.43
268,2021,1,12,4,30,-2.1,0,79.54,24.78,-103.43
269,2021,1,12,5,30,-2.5,0,82.26,24.78,-103.43
270,2021,1,12,6,30,-2.8000000000000003,0,84.28,24.78,-103.43
271,2021,1,12,7,30,-1.9,0,78.78,24.78,-103.43
272,2021,1,12,8,30,0.8,146,64.63,24.78,-103.43
273,2021,1,12,9,30,4.1000000000000005,370,51.2,24.78,-103.43
274,2021,1,12,10,30,7.4,566,40.4,24.78,-103.43
275,2021,1,12,11,30,10.3,709,31.98,24.78,-103.43
276,2021,1,12,12,30,12.3,785,27.25,24.78,-103.43
277,2021,1,12,13,30,13.5,789,24.66,24.78,-103.43
278,2021,1,12,14,30,13.8,718,23.78,24.78,-103.43
279,2021,1,12,15,30,12.9,507,25.28,24.78,-103.43
280,2021,1,12,16,30,10.8,382,29.87,24.78,-103.43
281,2021,1,12,17,30,9.4,105,34.61,24.78,-103.43
282,2021,1,12,18,30,4.5,0,51.120000000000005,24.78,-103.43
283,2021,1,12,19,30,3.1,0,57.46,24.78,-103.43
284,2021,1,12,20,30,2.3000000000000003,0,61.31,24.78,-103.43
285,2021,1,12,21,30,1.8,0,63.96,24.78,-103.43
286,2021,1,12,22,30,1.3,0,66.61,24.78,-103.43
287,2021,1,12,23,30,0.7000000000000001,0,69.85000000000001,24.78,-103.43
288,2021,1,13,0,30,0.0,0,73.66,24.78,-103.43
289,2021,1,13,1,30,-0.6000000000000001,0,77.18,24.78,-103.43
290,2021,1,13,2,30,-1.1,0,80.19,24.78,-103.43
291,2021,1,13,3,30,-1.5,0,82.52,24.78,-103.43
292,2021,1,13,4,30,-1.8,0,84.11,24.78,-103.43
293,2021,1,13,5,30,-2.1,0,85.57000000000001,24.78,-103.43
294,2021,1,13,6,30,-2.2,0,85.73,24.78,-103.43
295,2021,1,13,7,30,-0.3,0,74.01,24.78,-103.43
296,2021,1,13,8,30,3.7,149,55.06,24.78,-103.43
297,2021,1,13,9,30,7.4,376,39.98,24.78,-103.43
298,2021,1,13,10,30,10.4,574,30.6,24.78,-103.43
299,2021,1,13,11,30,13.2,718,23.75,24.78,-103.43
300,2021,1,13,12,30,15.4,803,18.29,24.78,-103.43
301,2021,1,13,13,30,16.8,807,15.15,24.78,-103.43
302,2021,1,13,14,30,17.6,736,13.25,24.78,-103.43
303,2021,1,13,15,30,17.5,596,12.45,24.78,-103.43
304,2021,1,13,16,30,15.8,358,13.46,24.78,-103.43
305,2021,1,13,17,30,14.3,137,20.47,24.78,-103.43
306,2021,1,13,18,30,8.1,0,30.05,24.78,-103.43
307,2021,1,13,19,30,6.7,0,32.84,24.78,-103.43
308,2021,1,13,20,30,6.1000000000000005,0,34.14,24.78,-103.43
309,2021,1,13,21,30,5.800000000000001,0,33.65,24.78,-103.43
310,2021,1,13,22,30,4.800000000000001,0,34.78,24.78,-103.43
311,2021,1,13,23,30,3.7,0,36.09,24.78,-103.43
312,2021,1,14,0,30,3.0,0,36.57,24.78,-103.43
313,2021,1,14,1,30,2.6,0,36.57,24.78,-103.43
314,2021,1,14,2,30,2.2,0,36.73,24.78,-103.43
315,2021,1,14,3,30,1.8,0,36.92,24.78,-103.43
316,2021,1,14,4,30,1.5,0,36.93,24.78,-103.43
317,2021,1,14,5,30,1.2000000000000002,0,37.19,24.78,-103.43
318,2021,1,14,6,30,1.0,0,37.39,24.78,-103.43
319,2021,1,14,7,30,3.2,0,31.9,24.78,-103.43
320,2021,1,14,8,30,7.9,156,25.06,24.78,-103.43
321,2021,1,14,9,30,13.0,387,17.26,24.78,-103.43
322,2021,1,14,10,30,17.1,588,12.65,24.78,-103.43
323,2021,1,14,11,30,19.5,735,9.44,24.78,-103.43
324,2021,1,14,12,30,20.8,814,7.81,24.78,-103.43
325,2021,1,14,13,30,21.4,818,6.87,24.78,-103.43
326,2021,1,14,14,30,21.4,747,6.3100000000000005,24.78,-103.43
327,2021,1,14,15,30,20.8,607,6.09,24.78,-103.43
328,2021,1,14,16,30,18.5,410,6.73,24.78,-103.43
329,2021,1,14,17,30,16.6,179,12.08,24.78,-103.43
330,2021,1,14,18,30,10.3,0,18.49,24.78,-103.43
331,2021,1,14,19,30,9.7,0,18.2,24.78,-103.43
332,2021,1,14,20,30,9.9,0,17.0,24.78,-103.43
333,2021,1,14,21,30,10.0,0,15.79,24.78,-103.43
334,2021,1,14,22,30,9.2,0,15.76,24.78,-103.43
335,2021,1,14,23,30,7.9,0,16.830000000000002,24.78,-103.43
336,2021,1,15,0,30,6.7,0,18.39,24.78,-103.43
337,2021,1,15,1,30,5.9,0,19.24,24.78,-103.43
338,2021,1,15,2,30,5.5,0,19.53,24.78,-103.43
339,2021,1,15,3,30,5.300000000000001,0,19.55,24.78,-103.43
340,2021,1,15,4,30,5.1000000000000005,0,19.43,24.78,-103.43
341,2021,1,15,5,30,5.0,0,19.18,24.78,-103.43
342,2021,1,15,6,30,4.800000000000001,0,19.04,24.78,-103.43
343,2021,1,15,7,30,5.800000000000001,0,17.67,24.78,-103.43
344,2021,1,15,8,30,9.6,152,17.89,24.78,-103.43
345,2021,1,15,9,30,14.4,382,9.87,24.78,-103.43
346,2021,1,15,10,30,18.0,582,10.58,24.78,-103.43
347,2021,1,15,11,30,20.200000000000003,729,9.87,24.78,-103.43
348,2021,1,15,12,30,21.3,806,9.32,24.78,-103.43
349,2021,1,15,13,30,21.8,811,9.17,24.78,-103.43
350,2021,1,15,14,30,21.6,733,9.51,24.78,-103.43
351,2021,1,15,15,30,20.8,594,10.29,24.78,-103.43
352,2021,1,15,16,30,18.7,400,12.17,24.78,-103.43
353,2021,1,15,17,30,17.2,174,16.12,24.78,-103.43
354,2021,1,15,18,30,10.3,0,27.25,24.78,-103.43
355,2021,1,15,19,30,8.700000000000001,0,30.42,24.78,-103.43
356,2021,1,15,20,30,8.0,0,31.73,24.78,-103.43
357,2021,1,15,21,30,7.9,0,31.12,24.78,-103.43
358,2021,1,15,22,30,7.9,0,30.1,24.78,-103.43
359,2021,1,15,23,30,7.4,0,30.44,24.78,-103.43
360,2021,1,16,0,30,6.300000000000001,0,32.14,24.78,-103.43
361,2021,1,16,1,30,5.2,0,34.01,24.78,-103.43
362,2021,1,16,2,30,4.5,0,35.19,24.78,-103.43
363,2021,1,16,3,30,4.2,0,35.51,24.78,-103.43
364,2021,1,16,4,30,4.2,0,35.17,24.78,-103.43
365,2021,1,16,5,30,4.2,0,34.94,24.78,-103.43
366,2021,1,16,6,30,4.3,0,34.54,24.78,-103.43
367,2021,1,16,7,30,5.5,0,31.74,24.78,-103.43
368,2021,1,16,8,30,8.9,147,27.27,24.78,-103.43
369,2021,1,16,9,30,13.1,373,20.09,24.78,-103.43
370,2021,1,16,10,30,16.7,571,16.490000000000002,24.78,-103.43
371,2021,1,16,11,30,19.5,717,13.26,24.78,-103.43
372,2021,1,16,12,30,21.6,802,10.82,24.78,-103.43
373,2021,1,16,13,30,22.9,607,9.35,24.78,-103.43
374,2021,1,16,14,30,23.4,636,8.71,24.78,-103.43
375,2021,1,16,15,30,23.1,476,8.620000000000001,24.78,-103.43
376,2021,1,16,16,30,21.3,347,9.5,24.78,-103.43
377,2021,1,16,17,30,19.700000000000003,132,16.01,24.78,-103.43
378,2021,1,16,18,30,14.3,0,20.14,24.78,-103.43
379,2021,1,16,19,30,13.1,0,21.53,24.78,-103.43
380,2021,1,16,20,30,11.7,0,23.53,24.78,-103.43
381,2021,1,16,21,30,9.8,0,26.73,24.78,-103.43
382,2021,1,16,22,30,8.9,0,28.44,24.78,-103.43
383,2021,1,16,23,30,8.6,0,30.9,24.78,-103.43
384,2021,1,17,0,30,8.1,0,34.59,24.78,-103.43
385,2021,1,17,1,30,7.300000000000001,0,36.58,24.78,-103.43
386,2021,1,17,2,30,6.4,0,35.89,24.78,-103.43
387,2021,1,17,3,30,5.5,0,34.56,24.78,-103.43
388,2021,1,17,4,30,4.800000000000001,0,33.730000000000004,24.78,-103.43
389,2021,1,17,5,30,4.1000000000000005,0,34.09,24.78,-103.43
390,2021,1,17,6,30,3.7,0,34.12,24.78,-103.43
391,2021,1,17,7,30,5.800000000000001,0,28.85,24.78,-103.43
392,2021,1,17,8,30,9.9,149,22.58,24.78,-103.43
393,2021,1,17,9,30,13.2,379,16.92,24.78,-103.43
394,2021,1,17,10,30,16.0,579,14.47,24.78,-103.43
395,2021,1,17,11,30,18.3,726,12.61,24.78,-103.43
396,2021,1,17,12,30,19.700000000000003,805,11.43,24.78,-103.43
397,2021,1,17,13,30,20.3,810,11.08,24.78,-103.43
398,2021,1,17,14,30,20.3,741,11.29,24.78,-103.43
399,2021,1,17,15,30,19.8,603,11.81,24.78,-103.43
400,2021,1,17,16,30,18.1,409,13.25,24.78,-103.43
401,2021,1,17,17,30,16.8,182,16.43,24.78,-103.43
402,2021,1,17,18,30,10.3,0,27.13,24.78,-103.43
403,2021,1,17,19,30,8.9,0,29.19,24.78,-103.43
404,2021,1,17,20,30,8.200000000000001,0,30.5,24.78,-103.43
405,2021,1,17,21,30,7.800000000000001,0,30.89,24.78,-103.43
406,2021,1,17,22,30,7.1000000000000005,0,31.84,24.78,-103.43
407,2021,1,17,23,30,5.9,0,34.12,24.78,-103.43
408,2021,1,18,0,30,4.7,0,36.47,24.78,-103.43
409,2021,1,18,1,30,4.0,0,37.69,24.78,-103.43
410,2021,1,18,2,30,3.6,0,38.07,24.78,-103.43
411,2021,1,18,3,30,3.4000000000000004,0,37.76,24.78,-103.43
412,2021,1,18,4,30,3.3000000000000003,0,37.13,24.78,-103.43
413,2021,1,18,5,30,3.3000000000000003,0,36.17,24.78,-103.43
414,2021,1,18,6,30,3.6,0,34.49,24.78,-103.43
415,2021,1,18,7,30,6.1000000000000005,0,28.3,24.78,-103.43
416,2021,1,18,8,30,10.8,153,20.4,24.78,-103.43
417,2021,1,18,9,30,16.0,381,14.64,24.78,-103.43
418,2021,1,18,10,30,21.1,581,10.51,24.78,-103.43
419,2021,1,18,11,30,24.1,728,8.53,24.78,-103.43
420,2021,1,18,12,30,25.4,808,7.85,24.78,-103.43
